slide,sub1,sub2,pairID,trialID,stim1,stim2,instructionsLoop_thisRepN,instructionsLoop_thisTrialN,instructionsLoop_thisN,instructionsLoop_thisIndex,practice_thisRepN,practice_thisTrialN,practice_thisN,practice_thisIndex,trials_thisRepN,trials_thisTrialN,trials_thisN,trials_thisIndex,thisRow_t,notes,preparation_started,preparation_stopped,instructions_started,startResponse_started,slide_img_started,instructions_stopped,startResponse_keys,startResponse_rt,startResponse_duration,trial_started,polygon_started,polygon_2_started,image1_started,image2_started,rating_1_started,question_started,rating_2_started,question_2_started,block_text_started,trial_stopped,stim1pos,stim2pos,block,rating_1_response,rating_1_rt,rating_2_response,rating_2_rt,ITI_started,text_started,text_stopped,ITI_stopped,practice_over_started,text_2_started,space_practice_over_started,practice_over_stopped,space_practice_over_keys,space_practice_over_rt,space_practice_over_duration,breakBlocks_started,breakBlocks_stopped,startBlock_keys,startBlock_started,startBlock_rt,startBlock_duration,end_started,message_end_started,key_resp_started,end_stopped,key_resp_keys,key_resp_rt,key_resp_duration,participant,session,session_number,date,expName,psychopyVersion,frameRate,expStart
instructions/Slide2.jpg,NaN,NaN,NaN,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0262680409999803,NaN,0.00230441599995856,0.00240562499999442,0.00965433299995766,0.0262680409999803,0.0262680409999803,20.588603291,space,20.562113458,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,kitchen,1,2024-04-06_10h17.33.664,image_similarity_rating,2023.2.3,None,2024-04-06 10h17.46.441618 +0200
instructions/Slide3.jpg,NaN,NaN,NaN,NaN,,,0,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.613409416,NaN,NaN,NaN,20.58939,20.613409416,20.613409416,28.197929541,space,7.58424337500003,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,kitchen,1,2024-04-06_10h17.33.664,image_similarity_rating,2023.2.3,None,2024-04-06 10h17.46.441618 +0200
instructions/Slide4.jpg,NaN,NaN,NaN,NaN,,,0,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.225970708,NaN,NaN,NaN,28.19867825,28.225970708,28.225970708,35.87211175,space,7.64580983299999,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,kitchen,1,2024-04-06_10h17.33.664,image_similarity_rating,2023.2.3,None,2024-04-06 10h17.46.441618 +0200
instructions/Slide5.jpg,NaN,NaN,NaN,NaN,,,0,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.899211458,NaN,NaN,NaN,35.872929791,35.899211458,35.899211458,108.895702916,space,72.996098792,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,kitchen,1,2024-04-06_10h17.33.664,image_similarity_rating,2023.2.3,None,2024-04-06 10h17.46.441618 +0200
,110,107,NaN,4,stimuli/own/kitchen/110_kit.jpg,stimuli/own/kitchen/107_kit.jpg,NaN,NaN,NaN,NaN,0,0,0,3,NaN,NaN,NaN,NaN,109.102540583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,108.923103916,109.102540583,109.102540583,109.102540583,109.102540583,109.102540583,109.102540583,109.102540583,109.102540583,109.102540583,192.297239166,-7,7,0,1,72.470006541,3,81.877706625,192.297465333,192.303015916,192.757219916,192.587557833,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,kitchen,1,2024-04-06_10h17.33.664,image_similarity_rating,2023.2.3,None,2024-04-06 10h17.46.441618 +0200
,108,110,NaN,8,stimuli/own/kitchen/108_kit.jpg,stimuli/own/kitchen/110_kit.jpg,NaN,NaN,NaN,NaN,0,1,1,7,NaN,NaN,NaN,NaN,192.757219916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,192.58806325,192.757219916,192.757219916,192.757219916,192.757219916,192.757219916,192.757219916,192.757219916,192.757219916,192.757219916,214.935549625,7,-7,0,3,14.176790667,2,21.382896417,214.935690708,214.938097916,215.394158,215.226098875,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,kitchen,1,2024-04-06_10h17.33.664,image_similarity_rating,2023.2.3,None,2024-04-06 10h17.46.441618 +0200
,110,133,NaN,1,stimuli/own/kitchen/110_kit.jpg,stimuli/own/kitchen/133_kit.jpg,NaN,NaN,NaN,NaN,0,2,2,0,NaN,NaN,NaN,NaN,215.394158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,215.226634333,215.394158,215.394158,215.394158,215.394158,215.394158,215.394158,215.394158,215.394158,215.394158,229.097458833,7,-7,0,1,5.38934395800004,2,13.140175834,229.09760475,229.102707125,229.554417166,229.387910291,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,kitchen,1,2024-04-06_10h17.33.664,image_similarity_rating,2023.2.3,None,2024-04-06 10h17.46.441618 +0200
,128,133,NaN,6,stimuli/own/kitchen/128_kit.jpg,stimuli/own/kitchen/133_kit.jpg,NaN,NaN,NaN,NaN,0,3,3,5,NaN,NaN,NaN,NaN,229.554417166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,229.388322666,229.554417166,229.554417166,229.554417166,229.554417166,229.554417166,229.554417166,229.554417166,229.554417166,229.554417166,251.489166791,7,-7,0,4,8.19838008299996,6,20.6365215830001,251.489308583,251.491236083,251.938107083,251.7744135,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,kitchen,1,2024-04-06_10h17.33.664,image_similarity_rating,2023.2.3,None,2024-04-06 10h17.46.441618 +0200
,107,128,NaN,7,stimuli/own/kitchen/107_kit.jpg,stimuli/own/kitchen/128_kit.jpg,NaN,NaN,NaN,NaN,0,4,4,6,NaN,NaN,NaN,NaN,251.938107083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,251.7747375,251.938107083,251.938107083,251.938107083,251.938107083,251.938107083,251.938107083,251.938107083,251.938107083,251.938107083,278.146749333,7,-7,0,4,18.1887460409999,7,19.845702166,278.146894583,278.15248675,278.609852875,278.436990583,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,kitchen,1,2024-04-06_10h17.33.664,image_similarity_rating,2023.2.3,None,2024-04-06 10h17.46.441618 +0200
,128,108,NaN,3,stimuli/own/kitchen/128_kit.jpg,stimuli/own/kitchen/108_kit.jpg,NaN,NaN,NaN,NaN,0,5,5,2,NaN,NaN,NaN,NaN,278.609852875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,278.437481875,278.609852875,278.609852875,278.609852875,278.609852875,278.609852875,278.609852875,278.609852875,278.609852875,278.609852875,299.063539125,7,-7,0,2,14.343339958,6,19.7914590829999,299.063694916,299.069187458,299.519998791,299.353631041,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,kitchen,1,2024-04-06_10h17.33.664,image_similarity_rating,2023.2.3,None,2024-04-06 10h17.46.441618 +0200
