slide,sub1,sub2,pairID,trialID,stim1,stim2,instructionsLoop_thisRepN,instructionsLoop_thisTrialN,instructionsLoop_thisN,instructionsLoop_thisIndex,practice_thisRepN,practice_thisTrialN,practice_thisN,practice_thisIndex,trials_thisRepN,trials_thisTrialN,trials_thisN,trials_thisIndex,thisRow_t,notes,preparation_started,preparation_stopped,instructions_started,startResponse_started,slide_img_started,instructions_stopped,startResponse_keys,startResponse_rt,startResponse_duration,trial_started,polygon_started,polygon_2_started,image1_started,image2_started,rating_1_started,question_started,rating_2_started,question_2_started,block_text_started,trial_stopped,stim1pos,stim2pos,block,rating_1_response,rating_1_rt,rating_2_response,rating_2_rt,ITI_started,text_started,text_stopped,ITI_stopped,practice_over_started,text_2_started,space_practice_over_started,practice_over_stopped,space_practice_over_keys,space_practice_over_rt,space_practice_over_duration,breakBlocks_started,breakBlocks_stopped,startBlock_keys,startBlock_started,startBlock_rt,startBlock_duration,end_started,message_end_started,key_resp_started,end_stopped,key_resp_keys,key_resp_rt,key_resp_duration,participant,session,session_number,date,expName,psychopyVersion,frameRate,expStart
instructions/Slide2.jpg,NaN,NaN,NaN,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0359658340000237,NaN,0.0021046250000154,0.00221716700002617,0.00990870900000118,0.0359658340000237,0.0359658340000237,8.20013262500004,space,8.16381687500001,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,kitchen,1,2024-03-14_11h32.48.122,image_similarity_rating,2023.2.3,None,2024-03-14 11h33.00.047090 +0100
instructions/Slide3.jpg,NaN,NaN,NaN,NaN,,,0,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.22604520900001,NaN,NaN,NaN,8.20144775,8.22604520900001,8.22604520900001,11.589783417,space,3.36348799999996,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,kitchen,1,2024-03-14_11h32.48.122,image_similarity_rating,2023.2.3,None,2024-03-14 11h33.00.047090 +0100
instructions/Slide4.jpg,NaN,NaN,NaN,NaN,,,0,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.61059275,NaN,NaN,NaN,11.590353917,11.61059275,11.61059275,13.302940292,space,1.69202145899999,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,kitchen,1,2024-03-14_11h32.48.122,image_similarity_rating,2023.2.3,None,2024-03-14 11h33.00.047090 +0100
instructions/Slide5.jpg,NaN,NaN,NaN,NaN,,,0,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.330291125,NaN,NaN,NaN,13.303735,13.330291125,13.330291125,15.85647625,space,2.52582016700001,None,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,kitchen,1,2024-03-14_11h32.48.122,image_similarity_rating,2023.2.3,None,2024-03-14 11h33.00.047090 +0100
,108,110,NaN,8,stimuli/own/kitchen/108_kit.jpg,stimuli/own/kitchen/110_kit.jpg,NaN,NaN,NaN,NaN,0,0,0,7,NaN,NaN,NaN,NaN,16.091357042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,15.882547209,16.091357042,16.091357042,16.091357042,16.091357042,16.091357042,16.091357042,16.091357042,16.091357042,16.091357042,44.0412895,-7,7,0,3,23.687373375,7,12.882837458,44.041517125,44.051197584,44.504370917,44.335817334,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,kitchen,1,2024-03-14_11h32.48.122,image_similarity_rating,2023.2.3,None,2024-03-14 11h33.00.047090 +0100
,128,108,NaN,3,stimuli/own/kitchen/128_kit.jpg,stimuli/own/kitchen/108_kit.jpg,NaN,NaN,NaN,NaN,0,1,1,2,NaN,NaN,NaN,NaN,44.504370917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,44.336270375,44.504370917,44.504370917,44.504370917,44.504370917,44.504370917,44.504370917,44.504370917,44.504370917,44.504370917,58.2498795,-7,7,0,1,12.8199328330001,7,7.58116179199999,58.2500213340001,58.252978042,58.7041880840001,58.536004584,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,kitchen,1,2024-03-14_11h32.48.122,image_similarity_rating,2023.2.3,None,2024-03-14 11h33.00.047090 +0100
,110,128,NaN,2,stimuli/own/kitchen/110_kit.jpg,stimuli/own/kitchen/128_kit.jpg,NaN,NaN,NaN,NaN,0,2,2,1,NaN,NaN,NaN,NaN,58.7041880840001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,58.536501625,58.7041880840001,58.7041880840001,58.7041880840001,58.7041880840001,58.7041880840001,58.7041880840001,58.7041880840001,58.7041880840001,58.7041880840001,71.291097667,7,-7,0,1,12.487306792,7,8.99675845800004,71.2912677090001,71.3012190000001,71.752910209,71.586298542,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,kitchen,1,2024-03-14_11h32.48.122,image_similarity_rating,2023.2.3,None,2024-03-14 11h33.00.047090 +0100
,107,133,NaN,9,stimuli/own/kitchen/107_kit.jpg,stimuli/own/kitchen/133_kit.jpg,NaN,NaN,NaN,NaN,0,3,3,8,NaN,NaN,NaN,NaN,71.752910209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,71.586771792,71.752910209,71.752910209,71.752910209,71.752910209,71.752910209,71.752910209,71.752910209,71.752910209,71.752910209,85.887458167,7,-7,0,4,13.906318917,4,5.75349024999991,85.8876,85.889676042,86.343164584,86.173238542,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,kitchen,1,2024-03-14_11h32.48.122,image_similarity_rating,2023.2.3,None,2024-03-14 11h33.00.047090 +0100
,107,108,NaN,5,stimuli/own/kitchen/107_kit.jpg,stimuli/own/kitchen/108_kit.jpg,NaN,NaN,NaN,NaN,0,4,4,4,NaN,NaN,NaN,NaN,86.343164584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,86.173709917,86.343164584,86.343164584,86.343164584,86.343164584,86.343164584,86.343164584,86.343164584,86.343164584,86.343164584,100.703903334,7,-7,0,3,14.1649684160001,6,7.188891958,100.70404625,100.706114542,101.159647917,100.990036,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,kitchen,1,2024-03-14_11h32.48.122,image_similarity_rating,2023.2.3,None,2024-03-14 11h33.00.047090 +0100
,110,133,NaN,1,stimuli/own/kitchen/110_kit.jpg,stimuli/own/kitchen/133_kit.jpg,NaN,NaN,NaN,NaN,0,5,5,0,NaN,NaN,NaN,NaN,101.159647917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,100.990486667,101.159647917,101.159647917,101.159647917,101.159647917,101.159647917,101.159647917,101.159647917,101.159647917,101.159647917,115.1831235,-7,7,0,4,13.9089154999999,4,4.43139325000004,115.183295375,115.185534167,115.634964459,115.469031375,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,kitchen,1,2024-03-14_11h32.48.122,image_similarity_rating,2023.2.3,None,2024-03-14 11h33.00.047090 +0100
,108,133,NaN,10,stimuli/own/kitchen/108_kit.jpg,stimuli/own/kitchen/133_kit.jpg,NaN,NaN,NaN,NaN,0,6,6,9,NaN,NaN,NaN,NaN,115.634964459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,115.469479334,115.634964459,115.634964459,115.634964459,115.634964459,115.634964459,115.634964459,115.634964459,115.634964459,115.634964459,136.649420125,-7,7,0,4,20.964341375,4,14.753643167,136.649559042,136.652196709,137.105609709,136.935497417,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,kitchen,1,2024-03-14_11h32.48.122,image_similarity_rating,2023.2.3,None,2024-03-14 11h33.00.047090 +0100
,107,128,NaN,7,stimuli/own/kitchen/107_kit.jpg,stimuli/own/kitchen/128_kit.jpg,NaN,NaN,NaN,NaN,0,7,7,6,NaN,NaN,NaN,NaN,137.105609709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,136.935982209,137.105609709,137.105609709,137.105609709,137.105609709,137.105609709,137.105609709,137.105609709,137.105609709,137.105609709,149.904017042,-7,7,0,5,11.5840933329999,6,4.07663445799994,149.90416025,149.906069542,150.352478459,150.188977459,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,kitchen,1,2024-03-14_11h32.48.122,image_similarity_rating,2023.2.3,None,2024-03-14 11h33.00.047090 +0100
,128,133,NaN,6,stimuli/own/kitchen/128_kit.jpg,stimuli/own/kitchen/133_kit.jpg,NaN,NaN,NaN,NaN,0,8,8,5,NaN,NaN,NaN,NaN,150.352478459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,150.189285334,150.352478459,150.352478459,150.352478459,150.352478459,150.352478459,150.352478459,150.352478459,150.352478459,150.352478459,161.25317325,-7,7,0,5,10.736233125,4,3.223532084,161.253312917,161.255062292,161.703004375,161.539119375,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,kitchen,1,2024-03-14_11h32.48.122,image_similarity_rating,2023.2.3,None,2024-03-14 11h33.00.047090 +0100
